id	reviewed_date	location	hotel_restaurant_name	review
rn332616049	"Reviewed December 14, 2015 "	 Patong	Ali Baba Restaurant	"so nice place for dining and having good nice with family and friends , good selection of food well cocking"
rn331438398	"Reviewed December 8, 2015 "	 Patong	Ali Baba Restaurant	"I have a friend who loves to go here but I had never wanted to go I have to admit. On my last trip I told my friend that I would go and what do you know it was great, so I went back a...More"
rn327038925	"Reviewed November 15, 2015 "	 Patong	Ali Baba Restaurant	this places has some good indian food. the costing is very high when compared to all restaurants around also. very small place hard to get table.
rn320924776	"Reviewed October 22, 2015 "	 Patong	Ali Baba Restaurant	"One of a few Indian restaurants in the Patong beach area. Decorated with orange/red walls. The food was not bad, but nothing more than average, and the prices are acceptable. The restaurant is neat and clean. It might be a better bet trying a curry...More"
rn318871927	"Reviewed October 15, 2015 "	 Patong	Ali Baba Restaurant	"My wife and I came here to have lunch after a nice massage, it was overpriced and while we were eating it sounded like two of the employees were arguing with the other and it seemed to get louder every time a girl would walk...More"
rn291330775	"Reviewed July 21, 2015 "	 Patong	Ali Baba Restaurant	It will first seem as another small Hotel from outside. But just order a plate of Mutton Biriyani 250 Baht and you can immediately find the difference. Excellect food. Good Quality.
rn284952005	"Reviewed July 2, 2015 "	 Patong	Ali Baba Restaurant	"I went to Phuket a few weeks ago, and after eating rubbish food from the tours and the small Thai food stalls i finally decided to try some Indian food.Since the restaurant was near my hotel i thought it would be a good idea to...More"
rn279646129	"Reviewed June 11, 2015 "	 Patong	Ali Baba Restaurant	"Not at all a good restaurant. Feeling damn hungry and had to come out unsatisfied and still hungry as the food was not good. Staff was fine and but its location is actually quite good and just stone throw away from patong beach.
So overall...More"
rn279188040	"Reviewed June 10, 2015 "	 Patong	Ali Baba Restaurant	"This restaurant is just down from our hotel and the man is always out the front saying 'Ali Babas Indian Food' so I figured I would give it a shot. The food was extremely overpriced by Patong standards - 600 baht for butter chicken, jasmine...More"
rn275468913	"Reviewed May 29, 2015 "	 Patong	Ali Baba Restaurant	"This restaurant has a good location, very close to the beach in the south part of Patong.
The space inside is not so big, so it is possible that one has to wait to get the table.
The menu is wide with Indian and Thai...More"
rn271226844	"Reviewed May 10, 2015 "	 Patong	Ali Baba Restaurant	"We enjoy our Indian food, and tried to get past the indifferent attitude of the staff and the feeling they were doing us a favour by allowing us to be there.
The food when in arrived was without doubt the worst, most tasteless, Indian food...More"
rn268260187	"Reviewed April 27, 2015 "	 Patong	Ali Baba Restaurant	"I found this little gem of a restaurant using TA app, and boy was I happy I did. Rocky tended to my every need. Great recommendations he even offered a delivery service to my hotel. Which I thought was a nice touch. Food was a...More"
rn265224590	"Reviewed April 12, 2015 "	 Patong	Ali Baba Restaurant	"Our first time in Phuket, we were hungry and tired. Excited to eat indian instead of thai for a long time.
We were shown into the restaurant and it was suggested we pick our own table.the seating was noticeably torn and tatty. Asked what we...More"
rn259526358	"Reviewed March 15, 2015 "	 Patong	Ali Baba Restaurant	"The food was nice, the service was great by ""Rocky"" who made suggestions but it smelt like ciggerette smoke and there seemed to be a staff meeting happening while I was eating. I ordered 2 dishes and a coke and got no change from 1000b"
rn257800309	"Reviewed March 5, 2015 "	 Patong	Ali Baba Restaurant	Ordered a vegetarian curry from here one night and it was nothing special. I ate the lot as I was so hungry but we did wait a little while before my food was ready. I'm sure there are much nicer Indian places in Patong.
rn252017973	"Reviewed January 31, 2015 "	 Patong	Ali Baba Restaurant	"Despite the bad reviews my husband and I decided to eat at Ali Babas, we thought the bad reviews may have been from fussy people. But they were right, the service was absolutely terrible! We spoke clearly and the waiter got our order wrong because...More"
rn251770800	"Reviewed January 30, 2015 "	 Patong	Ali Baba Restaurant	"Food was delicious...bit price-y. But it was so conveniently located right next to beach. Service was just average... the one guy who was a server always had sth in his mouth so he did not talk unless he really had to...bit annoying. Well...food was good,...More"
rn249927632	"Reviewed January 18, 2015 "	 Patong	Ali Baba Restaurant	Good food but overpriced for what you get. Service was good and decor was average.I would not recommend this to anyone.
rn249068597	"Reviewed January 12, 2015 "	 Patong	Ali Baba Restaurant	"We took take-aways on numerous occasions. the food was always hot and very tasty. Well priced too. They have the usual suspects - Chicken Delight, Tandoori Chicken, Aloo Sag and many others including a good choice of vegetarian meals and breads"
rn248378214	"Reviewed January 8, 2015 "	 Patong	Ali Baba Restaurant	"We had take aways from Ali Baba in Patong 3 times & the food was absolutely delicious. The meals were fresh, piping hot & very tasty. The naan breads were also delicious. I loved the tandoori chicken & the veg pakora. You won't be disappointed....More"
rn248221960	"Reviewed January 8, 2015 "	 Patong	Ali Baba Restaurant	"The tandoori chicken is excellent. We asked for a madras sauce which they didn't seem to know what it was. We got something more like a gravy, so we just stuck to Tandoori chicken as a take away. It is always busy though."
rn243948039	"Reviewed December 10, 2014 "	 Patong	Ali Baba Restaurant	"I was staying in holiday inn which is diagonally opposite to Alibaba. I went to this place for dinner with my wife, she was on fast and So I had to order food only for myself. I ordered a chicken biryani and the waiter asked...More"
rn237374285	"Reviewed November 1, 2014 "	 Patong	Ali Baba Restaurant	"Take the thali, your stomach and toungue feels back at home.. Though the food quality is not supremo but when you need indian food the most, the taste doesnt matter that much.. Good food all together.."
rn224522802	"Reviewed August 26, 2014 "	 Patong	Ali Baba Restaurant	"Sure the staff need to learn how to smile, appreciate whatever you order and not go overboard with their own suggestions and the decor isn't my style at all. Too much red! But my hubby and I recently stayed at the resort near this restaurant...More"
rn210894984	"Reviewed June 18, 2014 "	 Patong	Ali Baba Restaurant	"The Restaurant was Good with Tasty Indian Food.
The problem was with the menu where they have printed the Item description In french Language.
Else the Quality of food was good."
rn204543248	"Reviewed May 8, 2014 "	 Patong	Ali Baba Restaurant	Me and my girl friend had a dinner at Ali Baba Restaurant and we loved it. Food was great including Service and most of the stewards were friendly too. We had a fun. So if you are want to eat some Indian style style food...More
rn201825656	"Reviewed April 19, 2014 "	 Patong	Ali Baba Restaurant	"Do not eat there. The food is awful! I have had a lot of mango lassis, but the one I got there didn't even taste mango!! I couldn't even drink it.
They also mess up the order and want to make you eat food you...More"
rn196817899	"Reviewed March 9, 2014 "	 Patong	Ali Baba Restaurant	"I'll open by quoting the exact words of our waiter in response to what we wanted to order;
Plain Naan - ""No good"" (i.e. not expensive enough)
Egg-fried rice & Chicken Biryani - ""Very dry"" (i.e. we needed to order a curry to go with...More"
rn196049754	"Reviewed March 3, 2014 "	 Patong	Ali Baba Restaurant	"We fancied Indian food during our stay in Thailand, came across this place … BIG mistake. I'd steer clear of this place! We thought this place would have proper Indian food but boy were we wrong :( Not only was the food bad but the...More"
rn195318877	"Reviewed February 25, 2014 "	 Patong	Ali Baba Restaurant	The plan was to have nothing but thai food on this holiday but as were walking we came across this restaurant on our way out for dinner one night and the guy at the front persuaded us to come in and that is where the...More
rn190726069	"Reviewed January 13, 2014 "	 Patong	Ali Baba Restaurant	My wife and I had dinner around 7pm tonight 13/1/14 at the Ali Baba restaurant. i chose this restaurant after discovering it while on an afternoon walk and browsing the dinner menu. I did not search out TA reviews before going to dinner. I am...More
rn190029727	"Reviewed January 7, 2014 "	 Patong	Ali Baba Restaurant	"Nothing kind can be said about this restaurant. If the occasional tourist did not fall into its web, it would starve. We were alone in the restaurant (without plates and silver until we asked for them and then they were dumped on the table unceremoniously)...More"
rn181789429	"Reviewed October 21, 2013 "	 Patong	Ali Baba Restaurant	"Unfortunately i have to give a rating for this restaurant, wish there was an option for ""0"" just stay away, really terrible food totally not worth a visit."
rn176016882	"Reviewed September 6, 2013 "	 Patong	Ali Baba Restaurant	"If you are staying at Prachanukor Road, Patong & need restaurant which serves Indian food you can go to Ali Baba which is having average food & price. This place can be chosen if you do not wish to go far from your hotel for...More"
rn166593784	"Reviewed July 7, 2013 "	 Patong	Ali Baba Restaurant	The first night I ate here and it was very fulling and tasty. Its Halal food and saw every one after Lassi drink there
rn166236904	"Reviewed July 3, 2013 "	 Patong	Ali Baba Restaurant	"Seriously, I do not like leaving bad reviews for it may affect ones livelihood but in this case, a review is necessary. We were excited about this restaurant after having read some good reviews on the Internet. We were so disappointed. If you want proper...More"
rn165131385	"Reviewed June 24, 2013 "	 Patong	Ali Baba Restaurant	"If you are looking for Indian food, I would recommend that you simply stay away from this place.
Most of the guides/cabbies would actually take you to this place if you ask them where you can have good Indian food but do ask the name...More"
rn160046487	"Reviewed May 8, 2013 "	 Patong	Ali Baba Restaurant	"If you really want to eat or experience Indian food and hospitality.Beware this is not the place.
horrible food , we were not even able to finish our meal it was so bad. Quality non-existent it felt that food was quite old and just reheated...More"
rn158956238	"Reviewed April 27, 2013 "	 Patong	Ali Baba Restaurant	Ali baba has great Indian and Pakistani food at good rates. They also have special happy hour deal for lunch. For tasty Indian cuisines at good prices Ali Baba restaurant is the place to go to in Patong.
rn157590228	"Reviewed April 13, 2013 "	 Patong	Ali Baba Restaurant	"We enjoyed a lot Chicken Tikka Masala , Fish Tandori , Cheese Naan and Nauratan Biryani and Specially Complimentry Fresh Fruits after Dinner and Lunch"
rn157095526	"Reviewed April 8, 2013 "	 Patong	Ali Baba Restaurant	"Went to this restaurant after having seen it being recommended in the Lonely Planet guide. Whoever puts a better rating than poor must be out of their minds! As per other reviews, we walked in and there were only 3 tables that were occupied. There...More"
rn155070536	"Reviewed March 19, 2013 "	 Patong	Ali Baba Restaurant	This looks like a nice restaurant. ..but looks can be deceiving. This food is overpriced for a start. The staff english is very poor so there were multiple errors with our order and it was a chore. There were only 2 of us and a...More
rn152785549	"Reviewed February 22, 2013 "	 Patong	Ali Baba Restaurant	"This place was a real disappointment. The food and service was terrible. Food seemed stale and was tasteless. Would never recommend this place. Ordered a chicken curry, tasted like pieces of chicken in butternut soup. No flavour what so ever."
rn152523988	"Reviewed February 19, 2013 "	 Patong	Ali Baba Restaurant	"Went to Ali Baba for dinner one evening. Ordered a non spicy papadum, plain rice and prawn salad. The paladin was spicy but I didn't say anything. Then my salad arrived and it looked very nice but when I started mixing the salad up with...More"
rn152033273	"Reviewed February 13, 2013 "	 Patong	Ali Baba Restaurant	"We dined at Ali baba's Restaurant as it was reccommended in the latest Lonely Planet mini guide to Phuket. One dish that we ordered, a prawn salad we had to send back to the kitchen as the lettuce hidden under the dressing was black. There...More"
rn151473445	"Reviewed February 5, 2013 "	 Patong	Ali Baba Restaurant	"Excellent Indain/Pakistani fusion cuisine. Was one of the best places we ate in Thailand! Service was better than one might expect in Thailand. Fast, friendly, and authentic."
rn149327692	"Reviewed January 10, 2013 "	 Patong	Ali Baba Restaurant	"search for amazing indian vegetarian food ends here. I was quite impressed by the courteous staff, cleanliness and food preparation. Menu is exhaustive and rates are moderate."
rn149133714	"Reviewed January 7, 2013 "	 Patong	Ali Baba Restaurant	"This restaurant was lovely and cool and seemed like a nice place to beat the heat and grab a quick lunch.
The staff were extremely rude, they had no interest in serving the customers in the restaurant and were seemed far to preoccupied changing the...More"
rn145311441	"Reviewed November 13, 2012 "	 Patong	Ali Baba Restaurant	"Every time we come to Phuket we make it a point to come here but unfortunately this trip, this restaurant has gone down the drain. They've changed management and everything about it sucks. Bad service, rude waiter, terrible food. Avoid it like the plague!"
rn135620088	"Reviewed July 28, 2012 "	 Patong	Ali Baba Restaurant	"Words cannot begin in to describe how bad this meal was......!!!!!
My husband is Australian and I am European and we have eaten all over the world in all sorts of places We love cheap and cheerful food as much as fine dining, and we...More"
rn133411027	"Reviewed July 3, 2012 "	 Patong	Ali Baba Restaurant	"Had Ali Baba last nite. The chicken tikka was lovely. The waiter was extremely rude so that was one fault. Overall the resturant was clean, the food was great and it was halaal."
rn132876348	"Reviewed June 27, 2012 "	 Patong	Ali Baba Restaurant	"what should have been a great meal, according to our guide book, turned out to be the worst food combined with rude service. could we eat any faster? they seemed to say. couldn't get us out fast enough. but that was only the start. the...More"
rn132871643	"Reviewed June 27, 2012 "	 Patong	Ali Baba Restaurant	"Rude owner who obviously wanted to take your money, dish up a bland excuse for Indian food and bugger you off as soon as he could. Small serves, poor quality and what seemed like mild harrasment to get you out of the place ASAP.
Don't...More"
rn131388038	"Reviewed June 5, 2012 "	 Patong	Ali Baba Restaurant	This is the worst restaurant in patong. We read about it in a lonely planet guide but they must have changed management since it was written as they got this one very wrong! The service was rude & they gave priority to the Indian clients...More
rn580723559	Reviewed 4 days ago 	 Patong	Ao Chalong Yacht Club Restaurant	I've gone to the Yacht club with my family (wife and 6 kids) many times. It's also our go to place when we have guests in town as the view in beautiful and the food is always flawless. I've found it also to be a...More
rn577320858	Reviewed 2 weeks ago 	 Patong	Ao Chalong Yacht Club Restaurant	I’ve been here about six or seven times over the last three months and the food has always been good and the staff friendly and capable. The waterfront position and views over Chalong Bay make it a special place for lunch or an early dinner....More
rn576656608	Reviewed 3 weeks ago 	 Patong	Ao Chalong Yacht Club Restaurant	"Our host has lost his desire it seems to make this place work.
A year or so ago the food was good and we enjoyed it, now we wont be eating there again.
As a group of 6 it was really nice to all eat...More"
rn574668469	Reviewed 4 weeks ago 	 Patong	Ao Chalong Yacht Club Restaurant	"Pork Finle, OMG is the best !!!
Cool , Cozy restaurant And Service with the Smile :)
I love this Place"
rn573610343	Reviewed 5 weeks ago 	 Patong	Ao Chalong Yacht Club Restaurant	Sunday Roast recommended by a friend and well worth the journey over from Patong! Set right on the bay under a huge canvas sail this laid back restaurant is a gem of a place. The views are wonderful and the food delicious with a good...More
rn571448787	"Reviewed April 6, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	I been there many time and I always order Ceasar salad with chicken is so yummmmm And one dessert I highly recommend is Chocolate Brownnie with ice-cream OMG!! Very tasty Recommended this place Choose come and try. Xoxo
rn571148677	"Reviewed April 4, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	First time that I had the appointment with my friend there. When I arrived I was surprised with a fantastic view of Ao Chalong and sailing boad in front of me. All decorated in white and lovely garden around. Mr. Kim the owner is very...More
rn570638271	"Reviewed April 2, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"This establishment is a must for anyone spending time in Phuket. A spectacular setting complimented by great food, great staff and a welcoming atmosphere. Kim is a fantastic host with 40 years experience in the restaurant industry and an extensive knowledge of wine and cuisine...More"
rn570169055	"Reviewed April 1, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	The best Phad Thai I ever had in Phuket. We do enjoy other dishes as well when we visited this place both Thai and Western cuisines. Friendly staff with very warm welcome. Stunning view and very relaxing ambient. Love it and definitely recommend.
rn570145228	"Reviewed April 1, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"I had excellent Thai Crab Cakes, and a delicious and filling main course of Lamb with Sweet Potato Mash and finished with a Chocolate Pudding which was to die for, which tasted like molten fudge with Ice Cream. It was served by charming staff in...More"
rn569405121	"Reviewed March 28, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	This is a plain simple eatery. The scenery is nice but given overall beauty of Phuket nothing special. Serves international and Thai food with acceptable quality. But I have to say that those terrific food and restaurant photos I had seen in other reviews create...More
rn568382012	"Reviewed March 23, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"It is a perfect combination when the excellent food plus the stunning view. Before going there I thought the price would be high but i was wrong. Everything is worth. Surely, I will be the returning guest.More"
rn567614560	"Reviewed March 20, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"I frequent here with my wife and friends, can't really fault the place, great value, friendly staff and epic food! My personal favourite is the Pork Chop & Potato Gratin! The owner Kim is an all around Nice guy and the Chef, so you can...More"
rn567373252	"Reviewed March 18, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"I live in the Chalong area and visit the Yacht Club at least once a week, usually for lunch. It's location has to be the best in the area, with sweeping views of Chalong Bay and the moored yachts.
Being local, I have tried most...More"
rn567346479	"Reviewed March 18, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"My family and I have visited Chalong Bay a few times and every time, we look forward to returning to this restaurant. It’s true, it is off the beaten track but that’s part of the beauty. You feel like you’ve discovered a gem.
The gardens...More"
rn567135800	"Reviewed March 17, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"Facing the beautiful Chalong Bay, The Phuket Yacht Club is a waterfront restaurant you would like to keep just for yourself!
You can go there for breakfast, lunch and dinner with excellent international and Thai cuisine, that's what I've done many times as it is...More"
rn567134755	"Reviewed March 17, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"At the very end of an unassuming street lies something quite unique in Phuket. It's not a fancy yacht club and not a fancy restaurant but it has a terrific view, a super friendly vibe and some sensational food.
If you are brave enough to...More"
rn566954052	"Reviewed March 16, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	I have been visiting this amazing place for many times and still going. Everything is beyond expectation apart from stunning sea view and lovely and helpful staff. The food is amazing especially Caesar Salad ( my all time favourite dish ) that I will order...More
rn565711201	"Reviewed March 10, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	This place wasn’t easy to find but it was worth the detour. Right next to the water so a really nice place to go for a drink or dinner. Staff were helpful as well so we did very much enjoyed the experience here. Would recommend.
rn560303766	"Reviewed February 13, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"My partner and I were in Phuket for 2 weeks and we spent almost every evening here for dinner. The restaurant has beautiful gardens surrounding it, which makes the environment feel tranquil. The food is top notch and the staff members are very welcoming."
rn558927340	"Reviewed February 6, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"At the Yacht Club breakfast, lunch or dinner is an very enjoyable experience.
Perhaps you've not had the pleasure of enjoying the absolute waterfront view of picturesque Chalong Bay, the moored boats, and the offshore islands? Or the incredibly friendly service and the local and...More"
rn554334133	"Reviewed January 16, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	I visit this restaurant every time I travel to Phuket. Can always rely on an amazing atmosphere and even better food. One of my favourite places to come. Friendly staff and a great vibe. Highly recommend
rn550805054	"Reviewed January 1, 2018 "	 Patong	Ao Chalong Yacht Club Restaurant	"this restaurant was beside our hotel, so we had to try it one evening. We had been recomended the restaurant from the hotel"
rn550555457	"Reviewed December 31, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Been coming for years and the folks at ACYC have never let us down. Their prices are entirely reasonable and the food is delicious--particularly the daily specials, tom yam goong and Sunday roast. The staff is welcoming and the general manager always makes us feel...More"
rn542610194	"Reviewed November 22, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Had a lunch and dinner here, both were excellent meals. Service was friendly and prompt. Great views, what’s not to like!"
rn542179627	"Reviewed November 20, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	I would recommend this to everyone! It’s brilliant! The food tasted great. The service was great. We had traditional Thai food and it was some of the best we ate while on our trip. If your local. Visit this place.
rn540085381	"Reviewed November 10, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"I came for a first time to eat here with friend and keep coming back Food is great and services are excellent. Beautiful view over the bay.. one of Hidden gems spot of Chalong Bay , You should not missed..Must visit.."
rn534669483	"Reviewed October 20, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"I have visited this restaurant many times over the years and it never disappoints. The location is beautiful, on the seafront with no sound of traffic! The food is beautiful as are the wines. Well worth a visit if you want to get away for...More"
rn532024809	"Reviewed October 11, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"When visiting Phuket Thailand Ao Chalong Yacht Club Restaurant is a must, it has atmosphere, fresh seafood that you can pick from live tanks, great wine cellar and oysters to die for....can't wait to go back and hopefully be able to sit outside on large...More"
rn521610639	"Reviewed September 5, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"A wonderful location on the ocean at Chalong.
The roast dinner is like Mom makes it and includes Yorkshire pudding, roast Lam's, roast potatoes and sweet potatoes.
Mint jelly and gravy. Yes and some vegetables. :)
The Mango Crumble and ice cream with real cream...More"
rn515562580	"Reviewed August 20, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Very good food with a beautiful view over Chalong bay.
Good taste, friendly service and big portions! Kids loved it too.
We will be back!"
rn513639609	"Reviewed August 16, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"The place is very nice with a beutiful view.
Service kind and attentive.
The menu, for the thai side, is not so extensive.
Good cocktails, good paneang, green curry so and so.
Prices a bit more than the average, but well justified by the location."
rn506972587	"Reviewed July 30, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"This restaurant is consistently excellent, I have eaten here a number of times and it tics all the right boxes.
The food is always good, the service is always friendly and efficient, plus the view is outstanding. A perfect location right on Chalong bay."
rn503011045	"Reviewed July 17, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"This is one of those places that is just perfect IMHO.
Breakfast is really good . Coffee machine does its job and the view ambience is also fantastic.
Lovely people , great vibe and a really superb restaurant. We came for a regatta and it...More"
rn492372809	"Reviewed June 12, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Food is lovely and big portions and also cheap! Nice clean place with great views. All staff were friendly and happy to help. We stayed in aochalong Villa and were not aware of this place until we were told about it by Steve, we found...More"
rn490269022	"Reviewed June 4, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	Had Sunday roast lamb here with a couple of fab strawberry shakes. Saw other food there and looked fab also. Friendly staff and beautiful view of Chalong bay. A bit off the beaten track but just look out for the sign on right about 1km...More
rn485509343	"Reviewed May 18, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Great food and ambience , friendly staff. Run by experienced Australian Chef. Wide choice of dishes. Good view to sea, yachtsMore"
rn481810692	"Reviewed May 5, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Stumbled across this place by accident, best food I have tasted my whole trip! Spoke to the chef and he customised a meal especially for me. Will definitely be back. 10/10 recommend."
rn480113493	"Reviewed April 29, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"the service was ok, view and ambience was fantastic, we had a great time at the Yacht club restaurant during our family visit"
rn475985274	"Reviewed April 15, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	Fantastic food this place never disappoints ! The food is some of the best food I've eaten around the world . The staff and management are friendly and very efficient . Fantastic guys see you soon <f0><U+009F><U+0098><U+0080><f0><U+009F><U+0098><U+0080><f0><U+009F><U+0098><U+0080>More
rn468797111	"Reviewed March 20, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Thanks to all the brilliant staff.
You made us very welcome.
A great place for a couple of sundowners."
rn468450926	"Reviewed March 19, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"A beautiful relaxing place, very well run and welcoming. The food is really very good and the musician playing was very well chosen making a leisurely Sunday brunch with my father even more enjoyable. Everything 5* and I would happily eat here every day.
Thank...More"
rn460335673	"Reviewed February 16, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	Been here several times with friends and family ..... such a great local place with stunning views of Chalong bay and all of the yachts moored in the distance .... popping down at sunset for a cool beer is rewarding !! Food here is as...More
rn459054598	"Reviewed February 12, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	We were also recommended to come here - it was actually Steve at AoChalong Villas and Spa. We had the Thai food - I had a red Thai curry which was absolutely delicious . I lurrrved it. And my hubby had the pork ribs to...More
rn458036931	"Reviewed February 8, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"We visited here 3 times on our holiday, the food was ok until our 3rd visit, I decided to have the hand cut chunky chips with guacamole & salsa as I hadn't eaten all day & wanted something a little different from the Thai food,...More"
rn455784693	"Reviewed January 29, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	"Consistently great food, welcoming staff and owner and such a beautiful view. It really helps melt the stress away. The Sunday roast is great, the ploughman's is great, Dad had snapper which he really enjoyed.More"
rn454300278	"Reviewed January 23, 2017 "	 Patong	Ao Chalong Yacht Club Restaurant	Excellent food and drink with a superb view. Very good value for money. Relaxed atmosphere with nice music. Would definitely recommend and would visit again!
rn447315294	"Reviewed December 28, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	We had a dinner at yacht club on a recommendation from one of the staff at our resort near by. Not disapionted at all. The view was stunning the food was of good quality and the service was top rate. Highly recommend .
rn446908412	"Reviewed December 27, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"We really enjoin the food and the atmosphere at the restaurant. The food was very good and the staff was friendly. We ate everything from fried squid, pizza and the very spicy Tom yum chicken soup. The soup was so hot that my husband had...More"
rn446404626	"Reviewed December 24, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"We found this place by recommendation on Trip Advisor and it did not disappoint! Not far from Chalong Pier you'll find this lovely bar/restaurant run by Kim and his wife. We came over for afternoon cocktails and managed to stay most of the day. Diem,...More"
rn439155138	"Reviewed November 21, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"Well worth the visit, really nice restaurant overlooking the harbor..the service is above and beyond, the food only one word for it phenomenal I would highly recommend this place to anyone. Compliments to the chef! The crispy pork with greens and rice was out of...More"
rn439153567	"Reviewed November 21, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"My fiancée and I went there on our last night in Phuket. It was a very good recommendation from our hotel as we loved it! Food is outstanding, staff lovely and the owner a true gem. Definitely worth a visit!"
rn438650717	"Reviewed November 19, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	Great food and wonderful location. A must place to eat if in Rawai. The GOMS FUNDRAISING Event was an outstanding success and it was enjoyed by everyone.
rn437312572	"Reviewed November 14, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"No kidding .. real, fresh cos lettuce, plump sweet prawns lightly seared, crispy bacon ,perfect dressing and the cabiatta beats a soggy oily crouton any day. !! It was so good we went back twice to try some other dishes..the chicken snitzel and the crispy...More"
rn436545355	"Reviewed November 12, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"Absolute treasure tucked away. Huge range of food, wonderful service, very reasonable prices, lots of space, accessible but away from busy roads, lovely seating and incredible view right on the bay. Ticks every box imaginable and you would be foolish to visit the area and...More"
rn436070727	"Reviewed November 10, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"Do not miss out on this amazing place. Perfect View of the Islands and a stones throw from the Aochalong Pier, A++ food and fantastic company. The couple who own and run it are absolutely great hosts, not to mention the lovely and hilarious staff!...More"
rn435510453	"Reviewed November 7, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"Not only the Thai or Asian food is delicious, but else the foor for ""farang"". I tasted the Chicken Escalope and I never had such a good one: inside tender and juicy, outside crispy.
The place itself is very nice, as you look to the...More"
rn434432624	"Reviewed November 3, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"I have been a member of the Yacht club for many years, seeing the changes and improvements occur over a period of time. Since Kim has been involved we have seen a professionalism in both the restaurant and bar that we have never seen before....More"
rn430475361	"Reviewed October 21, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"Last week I again had my favourite brunch of poached egg with spinach and mushroom and/or avocado on toast. Very tasty and they have great fruitshakes, fresh coconut and coffee too.
For dinner you can pick any of the classic western dishes: pasta, salad, fries,...More"
rn427770752	"Reviewed October 13, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"Man. This place is great. The staff and service is prompt, warm, and efficient. The view is phenomenal with a relaxed atmosphere. I've been sampling through the menu over the past week and have yet to be disappointed! Quite the opposite, I've been thoroughly impressed...More"
rn418374230	"Reviewed September 14, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"We ate here everyday of our trip , the yacht club caters for whatever you feel like dabbling in . Thai cuisine or classic European food , the roast on Sunday is great both in size and in taste ! Would highly recommend paying these...More"
rn413731852	"Reviewed September 1, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	We were here staying next door and was recommended to us by one of the locals. OMG this food is seriously sensational!! We had breakfast here a couple of mornings and dinber twice also. I had the steakbone night and schnapper another. The prawns were...More
rn413731230	"Reviewed September 1, 2016 "	 Patong	Ao Chalong Yacht Club Restaurant	"We went to ACYC a number of times over the course of a week in Phuket.
It was recommended to us by a Brit living in Phuket.
The food is simply amazing and the view out over the harbour is brilliant.
It's a little out...More"
